"RelativePath"                                                                , "Width", "Height", "Format"
"ui\common\game\orders\reclaim_btn_dis_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_dis.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_down.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_over_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_over.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_up_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\reclaim_btn_up.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_dis_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_dis.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_down.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_over_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_over.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_up_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\repair_btn_up.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_dis_sel.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_dis.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_down.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_over_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_over.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_up_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\retaliate_btn_up.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_dis_sel.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_dis.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_down.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_over_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_over.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_up_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\return-fire_btn_up.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_dis_sel.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_dis.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_down.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_over_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_over.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_up_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\sacrifice_btn_up.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_dis_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_dis.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_down.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_over_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_over.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_up_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\shield_btn_up.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_dis_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_dis.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_down.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_over_sel.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_over.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_up_sel.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-disable_btn_up.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_dis_sel.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_dis.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_over_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_over.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_up_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-dome_btn_up.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_dis_sel.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_dis.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_over_sel.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_over.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_up_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\shield-personal_btn_up.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_dis_sel.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_dis.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_down.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_over_sel.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_over.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_up_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-nuke_btn_up.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_dis_sel.dds"                   , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_dis.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_down.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_over_sel.dds"                  , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_over.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_up_sel.dds"                    , "48"   , "48"    , "dds"
"ui\common\game\orders\silo-build-tactical_btn_up.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_dis_sel.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_dis.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_over_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_over.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_up_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-target_btn_up.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_dis_sel.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_dis.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_over_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_over.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_up_sel.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\skry-toggle_btn_up.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_dis_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_dis.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_down.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_over_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_over.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_up_sel.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\sonar_btn_up.dds"                                      , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_dis_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_dis.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_down.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_over_sel.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_over.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_up_sel.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\stand-ground_btn_up.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_dis_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_dis.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_down.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_over_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_over.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_up_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth_btn_up.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_dis_sel.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_dis.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_over_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_over.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_up_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-field_btn_up.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_dis_sel.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_dis.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_over_sel.dds"                     , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_over.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_up_sel.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\stealth-personal_btn_up.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_dis_sel.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_dis.dds"                                      , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_down.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_over_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_over.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_up_sel.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\stop_btn_up.dds"                                       , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_dis_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_dis.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_down.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_over_sel.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_over.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_up_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\tactical_btn_up.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_dis_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_dis.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_down.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_over_sel.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_over.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_up_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\teleport_btn_up.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_dis_sel.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_dis.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_down_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_down.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_over_sel.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_over.dds"                            , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_up_sel.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon_btn_up.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_dis_sel.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_dis.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_down.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_over_sel.dds"                     , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_over.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_up_sel.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-aa_btn_up.dds"                           , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_dis_sel.dds"                     , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_dis.dds"                         , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_over_sel.dds"                    , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_over.dds"                        , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_up_sel.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-air_btn_up.dds"                          , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_dis_sel.dds"                  , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_dis.dds"                      , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_down.dds"                     , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_over_sel.dds"                 , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_over.dds"                     , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_up_sel.dds"                   , "48"   , "48"    , "dds"
"ui\common\game\orders\toggle-weapon-direct_btn_up.dds"                       , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_dis_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_dis.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_down.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_over_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_over.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_up_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\unload_btn_up.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_dis_sel.dds"                              , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_dis.dds"                                  , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_down.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_over_sel.dds"                             , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_over.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_up_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\unload02_btn_up.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_dis_sel.dds"                                , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_dis.dds"                                    , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_over_sel.dds"                               , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_over.dds"                                   , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_up_sel.dds"                                 , "48"   , "48"    , "dds"
"ui\common\game\orders\vision_btn_up.dds"                                     , "48"   , "48"    , "dds"
"ui\common\game\pause_btn\pause_btn_dis.dds"                                  , "32"   , "36"    , "dds"
"ui\common\game\pause_btn\pause_btn_down.dds"                                 , "32"   , "36"    , "dds"
"ui\common\game\pause_btn\pause_btn_over.dds"                                 , "32"   , "36"    , "dds"
"ui\common\game\pause_btn\pause_btn_up.dds"                                   , "32"   , "36"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_b_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_b_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_b_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_bl_down.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_bl_over.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_bl_up.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_br_down.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_br_over.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_br_up.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_glow.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_l_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_l_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_l_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_r_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_r_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_r_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_t_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_t_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_t_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tl_down.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tl_over.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tl_up.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tr_down.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tr_over.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_blue_tr_up.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_b_down.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_b_over.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_b_up.dds"                             , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_bl_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_bl_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_bl_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_br_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_br_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_br_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_glow.dds"                             , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_l_down.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_l_over.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_l_up.dds"                             , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_r_down.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_r_over.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_r_up.dds"                             , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_t_down.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_t_over.dds"                           , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_t_up.dds"                             , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tl_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tl_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tl_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tr_down.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tr_over.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_red_tr_up.dds"                            , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_b_down.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_b_over.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_b_up.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_bl_down.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_bl_over.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_bl_up.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_br_down.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_br_over.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_br_up.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_glow.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_l_down.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_l_over.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_l_up.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_r_down.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_r_over.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_r_up.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_t_down.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_t_over.dds"                        , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_t_up.dds"                          , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tl_down.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tl_over.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tl_up.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tr_down.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tr_over.dds"                       , "52"   , "52"    , "dds"
"ui\common\game\ping_edge\ping_edge_yellow_tr_up.dds"                         , "52"   , "52"    , "dds"
"ui\common\game\ping_marker\ping_marker-01.dds"                               , "20"   , "20"    , "dds"
"ui\common\game\ping_marker\ping_marker-02.dds"                               , "20"   , "20"    , "dds"
"ui\common\game\ping-info-panel\bg-left.dds"                                  , "24"   , "36"    , "dds"
"ui\common\game\ping-info-panel\bg-mid.dds"                                   , "32"   , "40"    , "dds"
"ui\common\game\ping-info-panel\bg-right.dds"                                 , "24"   , "36"    , "dds"
"ui\common\game\ping-info-panel\bg-stretch.dds"                               , "8"    , "36"    , "dds"
"ui\common\game\pinggroup\border-group.dds"                                   , "100"  , "100"   , "dds"
"ui\common\game\que_bmp\que_bmp_l.dds"                                        , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\que_bmp_m.dds"                                        , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\que_bmp_r.dds"                                        , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\que-02_bmp_l.dds"                                     , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\que-02_bmp_m.dds"                                     , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\que-02_bmp_r.dds"                                     , "80"   , "80"    , "dds"
"ui\common\game\que_bmp\scroll-back_bmp.dds"                                  , "64"   , "32"    , "dds"
"ui\common\game\que-vertical_bmp\que_bmp_b.dds"                               , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\que_bmp_m.dds"                               , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\que_bmp_t.dds"                               , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\que-02_bmp_b.dds"                            , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\que-02_bmp_m.dds"                            , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\que-02_bmp_t.dds"                            , "236"  , "16"    , "dds"
"ui\common\game\que-vertical_bmp\scroll-back_bmp.dds"                         , "60"   , "28"    , "dds"
"ui\common\game\replay-vertical\panel_bmp.dds"                                , "220"  , "160"   , "dds"
"ui\common\game\replay\game-speed-bmp.dds"                                    , "116"  , "20"    , "dds"
"ui\common\game\replay\panel_bmp.dds"                                         , "160"  , "220"   , "dds"
"ui\common\game\replay\slider-ticks_bmp.dds"                                  , "104"  , "8"     , "dds"
"ui\common\game\resource-mini-bars\mini-energy-bar_bmp.dds"                   , "76"   , "16"    , "dds"
"ui\common\game\resource-mini-bars\mini-energy-bar-back_bmp.dds"              , "76"   , "16"    , "dds"
"ui\common\game\resource-mini-bars\mini-mass-bar_bmp.dds"                     , "76"   , "16"    , "dds"
"ui\common\game\resource-mini-bars\mini-mass-bar-back_bmp.dds"                , "76"   , "16"    , "dds"
"ui\common\game\resource-tutorial\resource_tutorial_bmp.dds"                  , "664"  , "140"   , "dds"
"ui\common\game\resources\center_bmp_l.dds"                                   , "8"    , "36"    , "dds"
"ui\common\game\resources\center_bmp_m.dds"                                   , "268"  , "44"    , "dds"
"ui\common\game\resources\center_bmp_r.dds"                                   , "8"    , "36"    , "dds"
"ui\common\game\resources\center02_bmp_l.dds"                                 , "4"    , "36"    , "dds"
"ui\common\game\resources\center02_bmp_m.dds"                                 , "276"  , "48"    , "dds"
"ui\common\game\resources\center02_bmp_r.dds"                                 , "4"    , "36"    , "dds"
"ui\common\game\resources\energy_btn_dis.dds"                                 , "60"   , "60"    , "dds"
"ui\common\game\resources\energy_btn_down.dds"                                , "72"   , "64"    , "dds"
